Frequency (MHz),Amplitude
2.160000000000000142e+00,9.901121650512405559e-01
2.169999999999999929e+00,3.688078600124869433e-01
2.180000000000000160e+00,-6.245915346036634563e-01
2.189999999999999947e+00,-9.878328961539288855e-01
2.200000000000000178e+00,-3.544226943634287141e-01
2.209999999999999964e+00,6.365804526448183287e-01
2.220000000000000195e+00,9.853097137156316965e-01
2.229999999999999982e+00,3.399035568782881045e-01
2.240000000000000213e+00,-6.484562174230640297e-01
2.250000000000000000e+00,-9.825417460021543814e-01
2.259999999999999787e+00,-3.252582791675907581e-01
2.270000000000000018e+00,6.602103197626922881e-01
2.279999999999999805e+00,9.795285218197107291e-01
2.290000000000000036e+00,3.104949061559897916e-01
2.299999999999999822e+00,-6.718344438790226913e-01
2.310000000000000053e+00,-9.762699731949534554e-01
2.319999999999999840e+00,-2.956216830538556106e-01
2.330000000000000071e+00,6.833204826677414800e-01
2.339999999999999858e+00,9.727664371261928178e-01
2.350000000000000089e+00,2.806470417470661727e-01
2.359999999999999876e+00,-6.946605526262035202e-01
2.370000000000000107e+00,-9.690186563974598766e-01
2.379999999999999893e+00,-2.655795866496587498e-01
2.390000000000000124e+00,7.058470083559106323e-01
2.399999999999999911e+00,9.650277794503738793e-01
2.410000000000000142e+00,2.504280800664013817e-01
2.419999999999999929e+00,-7.168724565950261862e-01
2.430000000000000160e+00,-9.607953593124509695e-01
2.439999999999999947e+00,-2.352014271147844227e-01
2.450000000000000178e+00,7.277297697324663917e-01
2.459999999999999964e+00,9.563233515840496857e-01
2.470000000000000195e+00,2.199086602563393722e-01
2.479999999999999982e+00,-7.384120987572327932e-01
2.490000000000000213e+00,-9.516141114895074749e-01
2.500000000000000000e+00,-2.045589234913800514e-01
2.509999999999999787e+00,7.489128855969714449e-01
2.520000000000000018e+00,9.466703900020826401e-01
2.529999999999999805e+00,1.891614562687632117e-01
2.540000000000000036e+00,-7.592258748040480176e-01
2.549999999999999822e+00,-9.414953290552702247e-01
2.560000000000000053e+00,-1.737255771686666006e-01
2.569999999999999840e+00,7.693451245484081991e-01
2.580000000000000071e+00,9.360924558569232445e-01
2.589999999999999858e+00,1.582606674119856338e-01
2.600000000000000089e+00,-7.792650168796994015e-01
2.609999999999999876e+00,-9.304656763259953056e-01
2.620000000000000107e+00,-1.427761542537300532e-01
2.629999999999999893e+00,7.889802672236874148e-01
2.640000000000000124e+00,9.246192676745037531e-01
2.649999999999999911e+00,1.272814943181056480e-01
2.660000000000000142e+00,-7.984859330816489464e-01
2.669999999999999929e+00,-9.185578701617764796e-01
2.680000000000000160e+00,-1.117861569312722930e-01
2.689999999999999947e+00,8.077774219031566005e-01
2.700000000000000178e+00,9.122864780492681014e-01
2.709999999999999964e+00,9.629960750900318223e-02
2.720000000000000195e+00,-8.168504981072646220e-01
2.729999999999999982e+00,-9.058104297887304979e-01
2.740000000000000213e+00,-8.083129105695741057e-02
2.750000000000000000e+00,8.257012892299588902e-01
2.759999999999999787e+00,8.991353974788928172e-01
2.770000000000000018e+00,6.539061583634996067e-02
2.779999999999999805e+00,-8.343262911783032587e-01
2.790000000000000036e+00,-8.922673756275043555e-01
2.799999999999999822e+00,-4.998693725398502263e-02
2.810000000000000053e+00,8.427223725769160678e-01
2.819999999999999840e+00,8.852126692591852919e-01
2.830000000000000071e+00,3.462954202673613341e-02
2.839999999999999858e+00,-8.508867781945628206e-01
2.850000000000000089e+00,-8.779778814111008911e-01
2.859999999999999876e+00,-1.932763267409817395e-02
2.870000000000000107e+00,8.588171314417931690e-01
2.879999999999999893e+00,8.705699000601823112e-01
2.890000000000000124e+00,4.090312390555212764e-03
2.899999999999999911e+00,-8.665114359365035934e-01
2.910000000000000142e+00,-8.629958845282241775e-01
2.919999999999999929e+00,1.107342965607333203e-02
2.930000000000000160e+00,8.739680761349654103e-01
2.939999999999999947e+00,8.552632514115837692e-01
2.950000000000000178e+00,-2.615473255186849186e-02
2.959999999999999964e+00,-8.811858170308951577e-01
2.970000000000000195e+00,-8.473796600843322979e-01
2.979999999999999982e+00,4.114487734546889292e-02
2.990000000000000213e+00,8.881638029288169145e-01
3.000000000000000000e+00,8.393529978246750956e-01
3.009999999999999787e+00,-5.603530019760095959e-02
3.020000000000000018e+00,-8.949015553002812595e-01
3.029999999999999805e+00,-8.311913646140347556e-01
3.040000000000000036e+00,7.081760493096019016e-02
3.049999999999999822e+00,9.013989697358854025e-01
3.060000000000000053e+00,8.229030576605362857e-01
3.069999999999999840e+00,-8.548357494481675922e-02
3.080000000000000071e+00,-9.076563120082368208e-01
3.089999999999999858e+00,-8.144965556980848786e-01
3.100000000000000089e+00,1.000251844603962381e-01
3.109999999999999876e+00,9.136742132652478920e-01
3.120000000000000107e+00,8.059805031111044737e-01
3.129999999999999893e+00,-1.144346090678286659e-01
3.140000000000000124e+00,-9.194536643745794269e-01
3.149999999999999911e+00,-7.973636939367608756e-01
3.160000000000000142e+00,1.287042355457126142e-01
3.169999999999999929e+00,9.249960094444127368e-01
3.180000000000000160e+00,7.886550557948954765e-01
3.189999999999999947e+00,-1.428266709305112403e-01
3.200000000000000178e+00,-9.303029385470208412e-01
3.209999999999999964e+00,-7.798636337951515562e-01
3.220000000000000195e+00,1.567947508150336622e-01
3.229999999999999982e+00,9.353764796752075394e-01
3.240000000000000213e+00,7.709985744699215937e-01
3.250000000000000000e+00,-1.706015468577437022e-01
3.259999999999999787e+00,-9.402189899628417002e-01
3.270000000000000018e+00,-7.620691097816427728e-01
3.279999999999999805e+00,1.842403734899678291e-01
3.290000000000000036e+00,9.448331462035091111e-01
